id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_new
2482,20141009T000000,226950,2,1,930,6600,1,0,0,3,6,930,0,1957,0,98168,47.4868,-122.33,1250,6600,1957
2483,20150422T000000,595000,3,2.5,1910,3075,2,0,0,3,8,1910,0,2001,0,98029,47.5491,-122.005,1940,3485,2001
2484,20141028T000000,209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,0,98042,47.3625,-122.084,1050,5200,1968
2485,20150507T000000,568000,3,1.75,1760,235224,1,0,0,3,7,1760,0,1973,0,98053,47.6735,-122.041,2320,87120,1973
2486,20141021T000000,119900,2,1,700,3180,1,0,0,3,6,480,220,1951,0,98178,47.4976,-122.262,1760,6360,1951
2487,20141215T000000,195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,0,98001,47.3278,-122.262,1880,20250,1967
2488,20140624T000000,324950,3,1.5,1460,8710,1,0,0,3,7,1460,0,1955,0,98166,47.4561,-122.357,1400,8645,1955
2489,20141222T000000,210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,0,98133,47.7294,-122.341,1420,7560,1947
2490,20150425T000000,1078000,4,2.75,3160,42733,2,0,0,3,9,3160,0,1995,0,98053,47.6367,-121.958,1890,24000,1995
2491,20141204T000000,325088,4,1,1400,6739,1,0,0,3,7,1000,400,1954,0,98108,47.5402,-122.298,1500,6380,1954
2492,20150116T000000,790000,4,3,3120,157875,2,0,0,4,8,3120,0,1977,0,98058,47.444,-122.187,1580,7050,1977
2493,20141125T000000,150000,2,1,720,212137,1,0,0,3,5,720,0,1982,0,98058,47.422,-122.066,2010,109642,1982
2494,20140512T000000,255000,2,1,1220,2500,1,0,0,3,6,770,450,1910,0,98126,47.5727,-122.372,1540,3000,1910
2495,20141107T000000,697000,4,3,2820,2850,1.5,0,0,5,7,1860,960,1928,0,98117,47.6813,-122.367,1570,4500,1928
2496,20140519T000000,690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,0,98115,47.6825,-122.307,1740,5100,1940
2497,20150311T000000,967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,2005,98103,47.6785,-122.351,1860,4356,2005
2498,20150429T000000,980000,4,1.75,2260,17711,1,0,1,4,9,2260,0,1968,0,98040,47.5498,-122.214,2880,16594,1968
2499,20140521T000000,619420,4,2.75,2450,14803,2,0,0,4,9,2450,0,1988,0,98059,47.5261,-122.162,2330,14803,1988
2500,20141013T000000,389000,2,1,850,3276,1,0,0,3,6,850,0,1910,0,98103,47.6742,-122.35,1460,4100,1910
2501,20141210T000000,500000,3,1,1800,7200,1,0,0,3,7,1020,780,1964,0,98118,47.5616,-122.275,1740,5475,1964
2502,20140926T000000,569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,47.5808,-122.189,2380,13176,1950
2503,20140519T000000,256500,2,1,1120,9912,1,0,0,4,6,1120,0,1980,0,98070,47.3735,-122.43,1540,9750,1980
2504,20140730T000000,535000,4,1.5,1580,5000,1.5,0,0,3,7,1390,190,1945,0,98107,47.6735,-122.393,1580,5000,1945
2505,20150410T000000,454200,4,2.5,2630,5379,2,0,0,3,8,2630,0,2004,0,98059,47.4977,-122.163,2630,5379,2004
2506,20140605T000000,749950,4,2.75,3110,35235,2,0,0,4,9,3110,0,1983,0,98072,47.7355,-122.095,2790,35445,1983
2507,20140731T000000,325000,4,1.75,1950,12500,1,0,0,3,7,1330,620,1963,0,98168,47.4999,-122.327,1760,11520,1963
2508,20140826T000000,434000,4,3,2010,8171,2,0,0,3,8,2010,0,1973,0,98011,47.7688,-122.218,2090,8203,1973
2509,20140701T000000,328950,4,1.75,2550,8976,1,0,0,5,7,1300,1250,1978,0,98058,47.4286,-122.179,2220,9477,1978
2510,20150429T000000,570000,4,2,2000,46902,2,0,0,3,8,2000,0,1978,0,98075,47.5851,-122.072,2420,38130,1978
2511,20141024T000000,525000,3,1,1550,6840,1.5,0,0,3,7,1550,0,1918,0,98103,47.6572,-122.335,2370,4560,1918
2512,20150202T000000,700000,6,3,2790,4550,2.5,0,0,4,8,2790,0,1907,0,98119,47.627,-122.361,2590,4550,1907
2513,20150319T000000,350000,3,1.75,1980,273556,1,0,0,3,6,1040,940,1956,1999,98042,47.4012,-122.11,2180,217799,1999
2514,20140512T000000,1575000,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,0,98004,47.6215,-122.224,3220,19800,1975
2515,20140919T000000,195000,3,1,1510,4350,1.5,0,0,5,6,1510,0,1913,0,98022,47.2052,-121.987,1210,5500,1913
2516,20150416T000000,865000,5,3,2830,8854,1,0,0,4,8,1500,1330,1979,0,98040,47.5743,-122.209,2260,8604,1979
2517,20150403T000000,548500,3,1,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6059,-122.3,1720,4400,1924
2518,20140507T000000,310000,3,1.75,1840,10723,1,0,0,4,7,1220,620,1974,0,98058,47.429,-122.154,1590,9820,1974
2519,20140711T000000,205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,0,98055,47.4479,-122.213,1740,10088,1962
2520,20150423T000000,430000,3,1.5,1810,349351,1.5,0,0,3,7,1810,0,2002,0,98010,47.3392,-121.897,2480,339332,2002
2521,20150325T000000,355000,4,1,1410,7693,1.5,0,0,4,7,1410,0,1953,0,98133,47.7604,-122.331,1330,8395,1953
2522,20150107T000000,326000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520,1971
2523,20140912T000000,690000,4,3.5,1930,5400,1.5,0,2,3,7,1930,0,1920,0,98116,47.5679,-122.409,1500,3340,1920
2524,20140819T000000,335000,4,2.5,2210,7214,2,0,0,3,8,2210,0,2003,0,98003,47.3554,-122.298,2270,7246,2003
2525,20150224T000000,197000,4,1,1360,11175,1,0,0,3,7,1360,0,1961,0,98188,47.4551,-122.272,1340,9702,1961
2526,20141029T000000,436000,3,2.25,2120,6710,1,0,0,5,7,1420,700,1959,0,98155,47.7461,-122.324,1880,6960,1959
2527,20141001T000000,1015000,4,2.5,2700,4590,2,0,0,3,8,2700,0,2002,0,98103,47.6734,-122.329,2080,3570,2002
2528,20150105T000000,652427,4,2.25,2770,13129,2,0,0,4,8,2770,0,1979,0,98074,47.6268,-122.05,2400,13129,1979
2529,20140729T000000,334550,2,1,880,12000,1,0,0,3,7,880,0,1939,0,98133,47.7436,-122.356,1960,9395,1939
2530,20140707T000000,300000,4,3,2200,10800,1,0,0,3,6,2200,0,1960,0,98058,47.4476,-122.169,1430,10800,1960
2531,20150225T000000,325000,4,1,1640,3844,1.5,0,0,4,7,1460,180,1928,0,98133,47.7017,-122.354,1230,3844,1928
2532,20150319T000000,402500,4,2,1650,3504,1,0,0,3,7,760,890,1951,2013,98144,47.5803,-122.294,1480,3504,2013
2533,20150327T000000,540000,3,1,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,1926
2534,20140708T000000,480000,2,1,1060,3040,1,0,0,3,7,860,200,1924,0,98103,47.6725,-122.329,1470,3814,1924
2535,20140718T000000,529000,3,2.25,1940,217800,2,0,0,3,9,1940,0,1990,0,98024,47.5636,-121.932,2580,83558,1990
2536,20140723T000000,299000,3,2.25,1940,9100,1,0,0,4,8,1630,310,1966,0,98023,47.3133,-122.364,2080,9100,1966
2537,20140813T000000,299000,3,1.75,2100,15480,1,0,0,3,7,2100,0,1983,0,98001,47.2924,-122.271,1330,15657,1983
2538,20140514T000000,372220,3,1,1290,5500,1,0,0,3,7,980,310,1951,0,98136,47.5266,-122.392,1680,5000,1951
2539,20140522T000000,494400,2,1.75,1560,1750,1,0,0,4,6,780,780,1904,0,98109,47.6347,-122.355,1850,3600,1904
2540,20140924T000000,280000,3,1.75,2630,6500,1,0,0,3,7,1330,1300,1958,0,98055,47.4878,-122.221,2520,6500,1958
2541,20141121T000000,277950,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,0,98023,47.2917,-122.375,2091,7547,1992
2542,20141219T000000,770000,3,2.75,2070,54557,2,0,0,3,8,2070,0,1996,0,98058,47.4659,-122.116,2190,49658,1996
2543,20141008T000000,760000,4,2.5,2960,28005,2,0,0,3,10,2960,0,1989,0,98072,47.7477,-122.117,3510,35248,1989
2544,20150126T000000,230000,2,2,1300,3608,1,0,0,3,7,1300,0,2004,0,98198,47.3623,-122.309,1510,3608,2004
2545,20141002T000000,525000,4,2.5,2520,7731,2,0,0,3,9,2520,0,1994,0,98155,47.7709,-122.297,2000,7704,1994
2546,20140701T000000,307000,3,1,1150,6000,1.5,0,0,3,7,1150,0,1927,0,98045,47.4963,-121.787,1210,7700,1927
2547,20140617T000000,405000,3,1.5,1880,7400,1,0,0,3,8,1480,400,1968,0,98155,47.7743,-122.27,1820,8660,1968
2548,20150312T000000,360000,2,1,2320,11250,2,0,0,4,6,2320,0,1942,0,98146,47.504,-122.362,1620,11250,1942
2549,20150511T000000,521000,2,1,1050,7500,1.5,0,3,4,6,1050,0,1910,0,98116,47.5577,-122.399,2540,13680,1910
2550,20140623T000000,200000,3,1.5,1090,9600,1,0,0,4,7,1090,0,1968,0,98042,47.3639,-122.109,1240,9620,1968
2551,20140708T000000,330000,3,2.25,2220,4060,1,0,0,3,7,1330,890,1993,0,98118,47.5188,-122.265,1930,5625,1993
2552,20140812T000000,221000,3,2.25,1430,5999,2,0,0,3,7,1430,0,1987,0,98023,47.3116,-122.358,1600,5999,1987
2553,20150204T000000,1598890,4,4.5,3780,6000,2,0,4,4,11,2770,1010,1910,1977,98116,47.5922,-122.388,2660,6000,1977
2554,20140723T000000,310000,2,1,1560,4920,1,0,0,4,6,780,780,1947,0,98125,47.7248,-122.325,1760,7510,1947
2555,20150409T000000,862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,1932,0,98199,47.6418,-122.394,2020,4940,1932
2556,20140930T000000,630000,4,2.5,2540,11100,1,0,0,5,7,2540,0,1957,0,98008,47.6317,-122.124,1560,11100,1957
2557,20150320T000000,432250,3,2.25,1440,6232,2,0,0,3,7,1440,0,1985,0,98029,47.5658,-122.018,1740,5999,1985
2558,20140723T000000,249000,4,2.25,1860,9576,1,0,0,3,7,1400,460,1962,0,98032,47.3612,-122.284,1860,9576,1962
2559,20141113T000000,630000,4,2.5,2100,8800,1,0,2,4,7,1240,860,1960,0,98008,47.6146,-122.114,2000,8800,1960
2560,20140626T000000,550000,4,2.5,2150,27540,2,0,0,3,8,2150,0,1997,0,98053,47.637,-121.969,2150,27540,1997
2561,20141007T000000,488250,4,2,1830,9610,1,0,0,3,7,1830,0,1963,0,98033,47.695,-122.176,1970,10754,1963
2562,20140516T000000,248000,4,3.5,1850,6519,2,0,0,3,7,1130,720,1986,0,98023,47.3087,-122.354,1280,6664,1986
2563,20140814T000000,889000,4,3.5,3210,5000,3,0,0,3,9,3210,0,2014,0,98136,47.5203,-122.393,1360,5000,2014
2564,20140827T000000,375000,1,1,1090,5250,1,0,0,3,6,980,110,1927,0,98117,47.6999,-122.391,2160,5250,1927
2565,20141126T000000,933000,3,1.5,1870,3300,2,0,2,3,7,1870,0,1906,0,98102,47.6221,-122.325,1820,2460,1906
2566,20150102T000000,625000,3,2.25,1920,8412,1,0,2,3,8,1460,460,1977,0,98006,47.5578,-122.132,2490,8700,1977
2567,20140728T000000,328000,2,1,700,4350,1,0,0,3,6,700,0,1943,0,98116,47.5577,-122.391,1620,5100,1943
2568,20140718T000000,470000,4,2.25,3380,9900,1,0,2,4,8,1690,1690,1969,0,98166,47.4438,-122.34,2390,9900,1969
2569,20150213T000000,502500,5,2.5,2430,6168,2,0,0,3,8,2430,0,2007,0,98056,47.5237,-122.199,2150,8400,2007
2570,20150407T000000,484000,3,1.75,1950,17400,1,0,0,3,7,1210,740,1976,0,98072,47.7424,-122.091,1900,17250,1976
2571,20140807T000000,252500,2,1,900,7500,1,0,0,4,6,900,0,1961,0,98014,47.6481,-121.916,1190,10000,1961
2572,20140821T000000,610000,3,2.5,2060,8893,2,0,0,3,8,2060,0,1987,0,98006,47.5615,-122.165,2650,8500,1987
2573,20140725T000000,419000,4,2,2180,10447,1,0,0,4,8,1280,900,1969,0,98155,47.7675,-122.279,2190,10987,1969
2574,20140717T000000,322500,4,2.25,2140,9377,2,0,0,4,8,2140,0,1986,0,98092,47.2649,-122.218,2030,7846,1986
2575,20150106T000000,563000,6,1,1730,2760,1.5,0,0,3,7,1250,480,1918,0,98109,47.6342,-122.353,1630,3200,1918
2576,20150324T000000,464000,4,2.5,3140,12591,2,0,0,3,9,3140,0,1993,0,98042,47.3826,-122.146,2650,11720,1993
2577,20150203T000000,280000,2,1.5,800,1196,2,0,0,3,8,800,0,2003,0,98103,47.6972,-122.341,1020,1087,2003
2578,20140912T000000,850000,3,2.5,3300,11570,2,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446,1994
2579,20141022T000000,458950,2,1,1530,4370,1,0,0,3,7,1130,400,1946,0,98115,47.6888,-122.308,1580,4275,1946
2580,20140513T000000,525000,5,3,2450,4591,2,0,0,3,7,2450,0,1994,0,98117,47.6828,-122.388,1060,5500,1994
2581,20140718T000000,218450,2,1,840,7425,1,0,0,4,6,840,0,1952,0,98166,47.4749,-122.339,1300,11674,1952
2582,20140905T000000,525000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900,1955
2583,20140529T000000,436500,2,1,1260,5000,1,0,0,3,7,1040,220,1951,0,98117,47.6782,-122.397,1510,5000,1951
2584,20140807T000000,410000,3,1.75,1440,7112,1,0,0,3,7,1180,260,1979,0,98034,47.7304,-122.227,1570,9152,1979
2585,20140911T000000,512500,4,1.75,1540,8311,1,0,0,4,7,1540,0,1950,0,98125,47.7046,-122.293,1890,7996,1950
2586,20140918T000000,566000,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,0,98005,47.5944,-122.155,2220,9612,1966
2587,20140910T000000,525000,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,1981,98166,47.4485,-122.355,2420,20500,1981
2588,20140807T000000,435000,3,1,1050,5500,1,0,0,3,6,930,120,1920,0,98126,47.5402,-122.38,1410,5834,1920
2589,20141231T000000,406500,3,2.75,1840,68479,1,0,2,3,8,1340,500,1989,0,98014,47.6802,-121.908,2060,61903,1989
2590,20141007T000000,550000,5,2.75,3000,9473,1,0,0,3,8,1500,1500,1966,0,98052,47.6567,-122.13,2050,8820,1966
2591,20150226T000000,251000,3,2,1200,10212,1.5,0,0,5,6,1200,0,1949,0,98022,47.206,-121.998,1280,10212,1949
2592,20141211T000000,830000,3,1.5,1840,10125,1,0,0,4,8,1220,620,1959,0,98040,47.5607,-122.217,2320,10160,1959
2593,20150414T000000,803000,4,2.5,2790,7673,2,0,0,3,9,2790,0,1989,0,98052,47.6692,-122.136,2740,7837,1989
2594,20150407T000000,206000,3,1,970,9360,1,0,0,4,5,970,0,1942,0,98002,47.2808,-122.225,1050,11348,1942
2595,20140730T000000,200000,4,1,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467,1944
2596,20140506T000000,219000,2,1,900,5160,1,0,0,3,6,900,0,1952,0,98106,47.525,-122.356,900,5160,1952
2597,20150218T000000,593700,3,2.5,2000,22000,2,0,0,3,8,2000,0,1979,0,98075,47.59,-122.081,2180,19800,1979
2598,20150330T000000,554663,3,2,1230,6802,1.5,0,0,3,7,1230,0,1940,0,98105,47.6712,-122.279,1850,6398,1940
2599,20150401T000000,335000,6,2,2020,7071,1,0,0,3,7,1010,1010,1979,0,98108,47.5329,-122.294,2020,5000,1979
2600,20150407T000000,370000,4,2.75,2310,14745,1,0,0,3,7,1410,900,1993,0,98198,47.377,-122.31,2060,9678,1993
2601,20150421T000000,695000,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.654,-122.337,1780,4240,1923
2602,20140606T000000,387500,3,1,1560,14333,1,0,0,4,7,1560,0,1953,0,98166,47.432,-122.348,1640,14333,1953
2603,20150318T000000,245000,3,2.5,1770,6187,2,0,0,3,7,1770,0,1992,0,98031,47.4034,-122.189,1650,7200,1992
2604,20140729T000000,308550,3,2,1600,13200,1,0,0,3,7,1600,0,1990,0,98045,47.4656,-121.756,1360,11520,1990
2605,20140624T000000,225000,3,1.75,1330,13102,1,0,0,3,7,1330,0,1968,0,98003,47.3172,-122.322,1270,11475,1968
2606,20140903T000000,715000,4,2.5,2970,29163,2,0,0,3,9,2970,0,1993,0,98053,47.6717,-122.025,3100,31105,1993
2607,20150506T000000,335000,3,1,1020,10200,1,0,0,4,7,1020,0,1954,0,98133,47.7503,-122.348,1170,8188,1954
2608,20140514T000000,337500,5,2,1700,7314,1,0,0,3,7,1000,700,1956,0,98108,47.549,-122.305,2000,7176,1956
2609,20140717T000000,350000,3,1.75,1250,13775,1,0,2,3,7,1250,0,1990,0,98045,47.4981,-121.772,1260,13707,1990
2610,20150114T000000,400000,2,1,610,4560,1,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392,1918
2611,20140815T000000,1288000,4,3.5,3700,13175,2,0,0,4,11,3700,0,1989,0,98006,47.5471,-122.133,3880,15508,1989
2612,20150406T000000,435000,3,1,950,10080,1,0,0,4,7,950,0,1954,0,98006,47.572,-122.139,1060,10000,1954
2613,20140629T000000,397000,3,3.5,1360,1275,2,0,0,3,8,1240,120,2007,0,98144,47.5904,-122.315,1360,1275,2007
2614,20140926T000000,775000,4,2.5,3890,34513,2,0,0,3,10,3890,0,1996,0,98077,47.7749,-122.048,3600,28435,1996
2615,20140723T000000,590000,3,2,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,47.3666,-121.978,3180,212137,2005
2616,20140902T000000,772500,5,2.75,3890,9130,2,0,0,3,9,3890,0,2004,0,98065,47.5407,-121.86,3450,8361,2004
2617,20150217T000000,464500,5,1.5,2940,13425,1,0,0,3,8,1470,1470,1955,0,98155,47.7632,-122.29,1580,8200,1955
2618,20150424T000000,281000,3,1.75,1350,8737,1,0,0,3,7,1350,0,1966,0,98188,47.4378,-122.279,1600,8928,1966
2619,20140722T000000,620000,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,98052,47.7108,-122.12,2970,4496,1990
2620,20141017T000000,245000,2,2,1070,4500,1,0,0,4,6,910,160,1932,0,98055,47.4896,-122.204,1280,4500,1932
2621,20140729T000000,660000,5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,1925,0,98115,47.6729,-122.299,1780,3750,1925
2622,20141204T000000,527500,4,2.25,2270,8480,1,0,0,5,8,1310,960,1973,0,98006,47.5448,-122.174,1910,9050,1973
2623,20150506T000000,275000,3,1.75,1890,5000,1,0,0,3,7,1890,0,2003,0,98092,47.3357,-122.175,2960,5421,2003
2624,20140825T000000,213500,3,1,1220,6000,1,0,0,4,7,1220,0,1968,0,98002,47.3245,-122.209,1420,6000,1968
2625,20140912T000000,535000,3,3,2640,5978,2,0,0,3,9,2640,0,2012,0,98045,47.4759,-121.735,2680,6060,2012
2626,20141028T000000,436300,3,2,2320,9420,1,0,0,5,7,2320,0,1952,0,98056,47.5133,-122.196,2030,9420,1952
2627,20150327T000000,830000,4,2.75,2090,13500,1,0,0,4,8,2090,0,1949,0,98040,47.573,-122.225,2130,13500,1949
2628,20140722T000000,380000,3,1,920,3532,1,0,0,3,6,920,0,1910,0,98118,47.5539,-122.268,1250,4000,1910
2629,20150220T000000,132500,3,0.75,850,8573,1,0,0,3,6,600,250,1945,0,98146,47.503,-122.356,850,8382,1945
2630,20141201T000000,179950,3,1,1130,9907,1,0,0,3,7,1130,0,1954,0,98188,47.4362,-122.286,1320,9907,1954
2631,20141022T000000,317000,3,2,2020,7260,1.5,0,0,3,7,1180,840,1926,0,98108,47.5496,-122.311,1400,5950,1926
2632,20141124T000000,625000,3,2.25,1970,4564,1,0,0,3,8,1470,500,1959,0,98199,47.6703,-122.41,1980,5000,1959
2633,20150304T000000,632500,4,2,1770,5000,2,0,0,4,7,1770,0,1906,0,98107,47.6748,-122.386,1550,5000,1906
2634,20140702T000000,223000,3,2,1110,7231,1,0,0,4,7,1110,0,1991,0,98031,47.4036,-122.191,1550,7245,1991
2635,20141024T000000,385000,4,1.75,2080,8215,2,0,0,4,7,2080,0,1948,0,98155,47.737,-122.305,1550,8215,1948
2636,20140804T000000,385100,3,1,1060,8040,1,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620,1949
2637,20141229T000000,230000,2,1,720,5913,1,0,0,3,6,720,0,1920,0,98118,47.5447,-122.27,1560,6600,1920
2638,20140623T000000,286000,3,2.75,1100,750,2,0,0,3,7,780,320,2008,0,98106,47.5601,-122.363,1170,4800,2008
2639,20150326T000000,201700,3,1,1010,9576,1,0,0,4,7,1010,0,1967,0,98001,47.2956,-122.272,1540,9576,1967
2640,20150423T000000,1350000,4,4.75,5230,89298,2.5,0,0,3,11,5230,0,2002,0,98038,47.4097,-122.063,4110,107153,2002
2641,20150202T000000,361000,3,1.5,1200,7236,1,0,0,3,7,1200,0,1975,0,98011,47.739,-122.194,1680,7800,1975
2642,20150331T000000,240000,3,1,1270,12733,1,0,0,3,7,1270,0,1955,0,98188,47.445,-122.276,1660,11536,1955
2643,20150324T000000,157340,2,1,900,23000,1,0,0,2,7,900,0,1953,0,98042,47.3576,-122.156,1460,8265,1953
2644,20150415T000000,1240000,4,3,3010,6139,2,0,4,5,8,2560,450,1950,1972,98115,47.6799,-122.268,2100,6798,1972
2645,20150225T000000,735000,6,2.75,3360,84506,1,0,0,5,7,2040,1320,1962,0,98052,47.715,-122.121,2190,43124,1962
2646,20150115T000000,884900,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,0,98040,47.538,-122.223,2310,10910,1967
2647,20141023T000000,775000,3,3.5,2690,104544,2,0,0,3,8,2690,0,1948,1990,98072,47.7717,-122.112,2300,81698,1990
2648,20140502T000000,463000,3,1.75,1710,7320,1,0,0,3,7,1710,0,1948,0,98155,47.7512,-122.281,2260,8839,1948
2649,20140623T000000,579000,3,2.5,1640,1269,3,0,0,3,8,1640,0,2009,0,98112,47.6197,-122.3,1590,1231,2009
2650,20150331T000000,1060000,5,4.5,4140,7924,2,0,0,3,10,4140,0,2005,0,98074,47.6102,-121.993,3960,8410,2005
2651,20141209T000000,422000,2,1.75,1320,2609,1,0,0,4,7,920,400,1938,0,98117,47.6878,-122.366,1200,4220,1938
2652,20150209T000000,866500,4,3.5,3080,4945,2,0,0,3,9,2010,1070,2014,0,98126,47.5662,-122.379,1220,4945,2014
2653,20141029T000000,470000,4,2.5,2520,9684,2,0,0,3,8,2520,0,1994,0,98045,47.4848,-121.801,2090,10133,1994
2654,20150429T000000,795000,4,2.5,2570,13450,1,0,4,3,8,1510,1060,1948,0,98155,47.7429,-122.285,3470,12615,1948
2655,20150330T000000,800000,4,2.5,3100,7807,2,0,0,3,9,3100,0,2003,0,98034,47.7151,-122.227,3100,7807,2003
2656,20140529T000000,2453500,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,98112,47.6319,-122.288,3710,8828,1935
2657,20150408T000000,277284,3,1.75,1030,4800,1,0,0,3,6,930,100,1927,0,98126,47.566,-122.373,1540,4800,1927
2658,20150413T000000,460000,2,1,1020,4002,1,0,0,5,7,1020,0,1953,0,98116,47.5828,-122.395,1780,5000,1953
2659,20150504T000000,898888,3,2.5,2080,3729,2,0,0,3,9,2080,0,1996,0,98033,47.6731,-122.199,2080,4000,1996
2660,20140826T000000,740000,6,2.25,3140,10250,1,0,0,4,8,1570,1570,1959,0,98005,47.6116,-122.169,2320,10250,1959
2661,20140826T000000,320000,3,2,1820,17600,1,0,0,5,7,1820,0,1972,0,98059,47.4703,-122.112,2190,17440,1972
2662,20141203T000000,500000,3,3.25,1490,902,3,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,2001
2663,20140611T000000,325000,3,1.75,1790,27427,1,0,0,3,7,1130,660,1978,0,98065,47.532,-121.761,1610,16684,1978
2664,20150318T000000,495000,4,2.25,2070,20280,2,0,0,4,7,2070,0,1968,0,98072,47.774,-122.134,2190,21560,1968
2665,20140505T000000,549000,2,1,1140,5400,1,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800,1908
2666,20140825T000000,589000,5,2,3930,10150,1.5,0,0,4,8,3070,860,1968,0,98008,47.6317,-122.114,2200,8190,1968
2667,20141121T000000,194820,3,1.5,1100,32700,1,0,0,3,7,1100,0,1967,0,98001,47.3186,-122.289,1616,32700,1967
2668,20141216T000000,405000,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,0,98117,47.681,-122.388,1790,5355,1910
2669,20141113T000000,205000,3,1,1130,7014,1,0,0,3,7,1130,0,1954,0,98168,47.4743,-122.274,1440,9350,1954
2670,20140623T000000,345100,3,3.75,1950,8625,1,0,0,3,8,1360,590,1959,0,98178,47.505,-122.258,1950,6670,1959
2671,20141020T000000,200000,3,1,960,7500,1,0,0,3,6,960,0,1953,0,98178,47.4966,-122.255,1250,6000,1953
2672,20141029T000000,524500,3,1.5,3430,264844,1,0,2,3,7,2230,1200,1988,0,98045,47.4476,-121.723,1660,145926,1988
2673,20140826T000000,598600,4,2.75,3470,212639,2,0,0,3,7,2070,1400,1993,0,98019,47.7066,-121.968,2370,233917,1993
2674,20150430T000000,84000,2,1,700,20130,1,0,0,3,6,700,0,1949,0,98168,47.4752,-122.271,1490,18630,1949
2675,20141218T000000,255000,2,1,740,5000,1,0,0,4,6,740,0,1926,0,98118,47.5298,-122.273,1170,4968,1926
2676,20150513T000000,415000,3,2.25,1640,5880,1,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760,1977
2677,20150507T000000,449900,3,2.5,2780,8225,2,0,1,3,9,2780,0,1990,0,98198,47.3509,-122.323,720,9736,1990
2678,20150410T000000,899000,4,2.5,3540,9349,2,0,0,3,10,3540,0,2003,0,98052,47.7046,-122.107,3280,7546,2003
2679,20140714T000000,430000,3,2.5,1440,7320,1,0,0,5,7,1440,0,1954,0,98125,47.7179,-122.316,1160,6941,1954
2680,20150130T000000,472500,4,2.5,2960,223462,2,0,0,3,10,2960,0,2001,0,98030,47.3646,-122.211,2770,16482,2001
2681,20141229T000000,680000,6,2.5,3180,9375,1,0,0,4,8,1590,1590,1967,0,98006,47.5707,-122.129,2670,9625,1967
2682,20141118T000000,810000,3,2,2390,8025,2,0,0,5,7,2390,0,1921,0,98105,47.6707,-122.288,1920,5350,1921
2683,20150305T000000,605000,3,2.5,2460,138085,2,0,0,4,9,2460,0,1977,0,98027,47.4572,-122.007,2090,219542,1977
2684,20140725T000000,522000,3,1.75,1630,15600,1,0,0,3,7,1630,0,1958,0,98033,47.68,-122.165,1830,10850,1958
2685,20140519T000000,411000,4,2.75,2500,5257,2,0,0,3,8,2500,0,1966,0,98118,47.5293,-122.287,1660,5970,1966
2686,20150306T000000,286950,4,2.5,2080,9846,1,0,0,3,7,1240,840,1984,0,98001,47.3338,-122.268,1890,7977,1984
2687,20140610T000000,440000,3,1.5,1290,1286,3,0,0,3,7,1290,0,2000,0,98103,47.6617,-122.349,1720,1286,2000
2688,20141112T000000,284700,3,1,1700,8645,1,0,0,3,6,1700,0,1955,0,98146,47.4899,-122.337,1500,7980,1955
2689,20140909T000000,374950,3,2.5,2540,11562,1,0,1,3,8,1290,1250,1964,0,98028,47.7614,-122.229,2230,10310,1964
2690,20140916T000000,816000,3,1.5,1180,8545,1,0,0,3,8,1180,0,1952,0,98004,47.624,-122.2,1660,9000,1952
